,desc,mana,name,price,rarity,type,url
1145,"During your upkeep, you must choose one of opponent's non-wall creatures in play. Until your next upkeep, that creature gains the forestwalk ability. If opponent has no creatures, ignore this effect.
--This card has no flavor text --","['3', 'g']", Erhnam Djinn ,$459.99,Rare,Creature - Djinn,./Paginas/PaginasHeuristica/abugames.com404.html
1146,Destroy all lands.,3W,Armageddon - Foil,$4.70,M,Sorcery,./Paginas/PaginasHeuristica/www.capefeargames.com961.html
1147,"+2: Until your next turn, up to one target creature gets -2/-0 and loses flying.-3: Create a 4/4 blue Elemental Bird creature token with flying.-8: You get an emblem with ""Islands you control have âTap: Draw a card.'""",1BlueBlue,"Mu Yanling, Sky Dancer *Foil*",$74.27,,Legendary Planeswalker - Yanling,./Paginas/PaginasHeuristica/www.mtgotraders.com340.html
1148,Shambling Vent enters the battlefield tapped.Tap: Add White or Black to your mana pool.1WhiteBlack: Shambling Vent becomes a 2/3 white and black Elemental creature with lifelink until end of turn. It's still a land., ,Shambling Vent,$0.14,,Land,./Paginas/PaginasHeuristica/www.mtgotraders.com710.html
1149,"Flying, haste
Flying, haste",2 r r,Akoum Firebird (Battle for Zendikar Prerelease),$1.99,Promo,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com810.html
1150,"Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)
Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)",2 r,Blood Ogre,$0.25,Common,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com113.html
1151," Whenever you cast a Knight spell, create a 1/1 white Human creature token. ","['1', 'W']",           Worthy Knight              ,$0.43,Rare,Creature—HumanKnight,./Paginas/PaginasHeuristica/scryfall.com541.html
1152,Whenever an opponent casts a spell reveal the top card of your library. If it's a creature card put it onto the battlefield. Otherwise you may put that card on the bottom of your library.,4GG,Lurking Predators - Foil,,R,Enchantment,./Paginas/PaginasHeuristica/www.capefeargames.com648.html
1153,"Creatures you control have flying, first strike, vigilance, trample, haste, and protection from black and from red.
Creatures you control have flying, first strike, vigilance, trample, haste, and protection from black and from red.",7,Akroma's Memorial,$25.99,Mythic Rare,Legendary Artifact,./Paginas/PaginasHeuristica/www.starcitygames.com406.html
1154," Deathtouch Wintermoor Commander’s toughness is equal to the number of Knights you control. Whenever Wintermoor Commander attacks, another target Knight you control gains indestructible until end of turn. (Damage and effects that say “destroy” don’t destroy it.) ","['W', 'B']",           Wintermoor Commander              ,$0.10,Uncommon,Creature—HumanKnight,./Paginas/PaginasHeuristica/scryfall.com404.html
1155,"Flying
, : Draw two cards, then discard a card.
Whenever Atemsis, All-Seeing deals damage to an opponent, you may reveal your hand. If cards with at least six different converted mana costs are revealed this way, that player loses the game.",3uuu,"Core Set 2020 Foil: Atemsis, All-Seeing",$0.49,R,Legendary Creature - Sphinx,./Paginas/PaginasHeuristica/www.cardkingdom.com29.html
1156,Elvish Reclaimer gets +2/+2 as long as there are three or more land cards in your graveyard.2 T Sacrifice a land: Search your library for a land card put it onto the battlefield tapped then shuffle your library.,G,Elvish Reclaimer - Foil,,R,Creature - Elf Warrior,./Paginas/PaginasHeuristica/www.capefeargames.com218.html
1157,": Instead of drawing a card from the top of your library, draw X cards but choose only one to put in your hand. You must shuffle the leftover cards and put them at the bottom of your library.
--This card has no flavor text --",['10'], Aladdin's Lamp ,$19.99,Rare,Artifact,./Paginas/PaginasHeuristica/abugames.com384.html
1158,"Field of the Dead enters the battlefield tapped.Tap: Add Colorless.Whenever Field of the Dead or another land enters the battlefield under your control, if you control seven or more lands with different names, create a 2/2 black Zombie creature token.", ,Field of the Dead,$4.19,,Land,./Paginas/PaginasHeuristica/www.mtgotraders.com205.html
1159,"You gain 1 life for each land you control.
You gain 1 life for each land you control.",4 g,Bountiful Harvest,$0.25,Common,Sorcery,./Paginas/PaginasHeuristica/www.starcitygames.com29.html
1160,Creatures entering the battlefield don't cause abilities to trigger.,2,Torpor Orb,$0.39,,Artifact,./Paginas/PaginasHeuristica/www.mtgotraders.com655.html
1161,"Vigilance
Vigilance",2 w w w,Cavalier of Dawn,$2.49,Mythic Rare,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com955.html
1162,"Flying
Flying",1 b b,Bloodthirsty Aerialist,$0.99,Uncommon,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com685.html
1163,Exile target creature or planeswalker. You gain 2 life.,2BlackBlack,Vraska's Contempt,$0.02,,Instant,./Paginas/PaginasHeuristica/www.mtgotraders.com985.html
1164,": Add either  or  to your mana pool.
Counts as both forest and islands and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",[], Tropical Island ,$452.59,Rare,Land - Forest Island,./Paginas/PaginasHeuristica/abugames.com804.html
1165,T: Add to your mana pool one mana of any color in your commander's color identity.,,Command Tower,$0.50/$0.63,C,Land,./Paginas/PaginasHeuristica/www.capefeargames.com131.html
1166," As an additional cost to play Gaze of Justice, tap three untapped white creatures you control. Remove target creature from the game. Flashback {5}{W} (You may play this card from your graveyard for its flashback cost and any additional costs. Then remove it from the game.)", ,Gaze of Justice - Time Spiral Magic the Gathering Single,$0.15, Common, Sorcery,./Paginas/PaginasHeuristica/www.wizardscupboard.com944.html
1167,"1 T: End the turn. Activate this ability only during your turn. (Exile all spells and abilities on the stack. Discard down to your maximum hand size. Damage wears off and ""this turn"" and ""until end of turn"" effects end.)",2,Sundial of the Infinite,$4.23,R,Artifact,./Paginas/PaginasHeuristica/www.capefeargames.com561.html
1168,"Flying// Tap to add one mana of any color to your mana pool. This tap may be played as an interrupt.
--This card has no flavor text --",['g'], Birds of Paradise ,"$7,499.99",Rare,Creature - Bird,./Paginas/PaginasHeuristica/abugames.com107.html
1169,If you control a creature damage that would reduce your life total to less than 1 reduces it to 1 instead.,3W,Worship,$6.76,R,Enchantment,./Paginas/PaginasHeuristica/www.capefeargames.com832.html
1170,Players skip their untap steps. At the beginning of your upkeep sacrifice Stasis unless you pay U.,1U,Stasis,$5.65,R,Enchantment,./Paginas/PaginasHeuristica/www.capefeargames.com998.html
1171,": Creatures you control get +1/+0 and gain haste until end of turn.
When Cavalier of Flame enters the battlefield, discard any number of cards, then draw that many cards.
When Cavalier of Flame dies, it deals X damage to each opponent and each planeswalker they control, where X is the number of land cards in your graveyard. 
 Pro Tip!

The Cavaliers are a cycle of Elemental creatures from Core Set 2020 with a ton of useful abilities. Cavalier of Flame is the most aggressive of the bunch, granting a power buff and haste to your creatures.",2rrr,Core Set 2020: Cavalier of Flame,$5.99,M,Creature - Elemental Knight,./Paginas/PaginasHeuristica/www.cardkingdom.com277.html
1172,"Target creature gets -5/-0 until end of turn.
""The smallest beast can yet have the greatest heart.""
—Gemma, Willow Priestess",['g'], Shrink (A) ,$0.14,Common,Instant,./Paginas/PaginasHeuristica/abugames.com557.html
1173, Add 2 colorless mana to your mana pool. Tapping this artifact can be played as an interrupt., ,Sol Ring - Unlimited Magic the Gathering Single,$74.95, Uncommon, Mono Artifact,./Paginas/PaginasHeuristica/www.wizardscupboard.com417.html
1174,"Destroy target artifact, creature, or planeswalker.",BlackBlackRed,Bedevil,$0.13,,Instant,./Paginas/PaginasHeuristica/www.mtgotraders.com439.html
1175,At the beginning of your draw step you may draw two cards. If you do choose two cards in your hand drawn this turn. For each of those cards pay 4 life or put the card on top of your library.,1G,Sylvan Library,,R,Enchantment,./Paginas/PaginasHeuristica/www.capefeargames.com977.html
1176,"Living weapon (When this Equipment enters the battlefield, put a 0/0 black Germ creature token onto the battlefield, then attach this to it.)
Equipped creature gets +2/+2.
Equip",3,Modern Masters 2015 Foil: Sickleslicer,$0.25,C,Artifact - Equipment,./Paginas/PaginasHeuristica/www.cardkingdom.com298.html
1177,"Flying
Other creatures you control with flying get +1/+1.",1wu,Core Set 2020: Empyrean Eagle,$0.25,U,Creature - Bird Spirit,./Paginas/PaginasHeuristica/www.cardkingdom.com332.html
1178,"Choose a color. As long as opponent has cards of this color in play, all white creatures gain +2/+1. Jihad must be discarded immediately if at any time opponent has no cards of this color in play.
--This card has no flavor text --","['w', 'w', 'w']", Jihad ,$174.99,Rare,Enchantment,./Paginas/PaginasHeuristica/abugames.com412.html
1179," All of opponent's creatures that can attack must do so. Any non-wall creatures that cannot attack are destroyed at end of turn. Play only during opponent's turn, before opponent's attack. Creatures summoned this turn are unaffected by Siren's Call.", ,Siren's Call - Unlimited Magic the Gathering Single,$3.25, Uncommon, Instant,./Paginas/PaginasHeuristica/www.wizardscupboard.com552.html
1180,"TrampleWhenever another artifact comes into play, put a +1/+1 counter on Arcbound Crusher.Modular 1 (This comes into play with a +1/+1 counter on it. When it's put into a graveyard, you may put its +1/+1 counters on target artifact creature.)",4 Mana,Arcbound Crusher,$0.01,,Artifact Creature,./Paginas/PaginasHeuristica/www.mtgotraders.com593.html
1181,"Trample
During your upkeep, pay  or Force of Nature deals 8 damage to you.
--This card has no flavor text --","['2', 'g', 'g', 'g', 'g']", Force of Nature ,$5.55,Rare,Creature - Elemental,./Paginas/PaginasHeuristica/abugames.com941.html
1182," Whenever you draw your second card each turn, create a 1/1 blue Faerie creature token with flying. {4}{U}{R}: Draw a card, then discard a card.   “I agreed to light his way as long as he always had my back.” —Squill, Mistford pixie ","['U', 'R']",           Improbable Alliance              ,$0.10,Uncommon,Enchantment,./Paginas/PaginasHeuristica/scryfall.com392.html
1183,"Lifelink



Whenever another nontoken creature dies exile Liliana Heretical Healer then return her to the battlefield transformed under her owner's control. If you do put a 2/2 black Zombie creature token onto the battlefield. 

// 

+2: Each player discards a card.

-X: Return target nonlegendary creature card with converted mana cost X from your graveyard to the battlefield.

-8: You get an emblem with ""Whenever a creature dies return it to the battlefield under your control at the beginning of the next end step.""",1BB,"Liliana, Heretical Healer // Liliana, Defiant Necromancer",$14.20,M,Legendary Creature - Human Cleric // Planeswalker - Liliana,./Paginas/PaginasHeuristica/www.capefeargames.com424.html
1184," Enchant creature When Charmed Sleep enters the battlefield, tap enchanted creature. Enchanted creature doesn’t untap during its controller’s untap step. ","['1', 'U', 'U']",           Charmed Sleep              ,$0.08,Common,Enchantment—Aura,./Paginas/PaginasHeuristica/scryfall.com238.html
1185,"You gain 1 life for each land you control.
You gain 1 life for each land you control.",4 g,Bountiful Harvest,$0.15,Common,Sorcery,./Paginas/PaginasHeuristica/www.starcitygames.com390.html
1186," Flying {3}{U}: Create a 1/1 blue Faerie creature token with flying. Draw a card.   The throng flitted from castle to castle, leaving a trail of star-crossed love, damaging rumors, and missing heirlooms in their wake. ","['4', 'U']",           Faerie Formation              ,$3.01,Rare,Creature—Faerie,./Paginas/PaginasHeuristica/scryfall.com516.html
1187,"Flying
Flying",4 w,Battleflight Eagle,$0.25,Common,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com144.html
1188,"Whenever Borderland Marauder attacks, it gets +2/+0 until end of turn.
Whenever Borderland Marauder attacks, it gets +2/+0 until end of turn.",1 r,Borderland Marauder,$0.15,Common,Creature,./Paginas/PaginasHeuristica/www.starcitygames.com514.html
1189,"FlyingWhen Gilded Goose enters the battlefield create a food token. (It's an artifact with ""2 T Sacrifice this artifact: You gain 3 life."")1G T: Create a Food token.T Sacrifice a Food: Add one mana of any color.",G,Gilded Goose,$5.95,R,Creature - Bird,./Paginas/PaginasHeuristica/www.capefeargames.com5.html
1190,"Whenever Emmara, Soul of the Accord becomes tapped, create a 1/1 white Soldier creature token with lifelink.",GreenWhite,"Emmara, Soul of the Accord",$0.01,,Legendary Creature - Elf Cleric,./Paginas/PaginasHeuristica/www.mtgotraders.com747.html
