,Unnamed: 0,desc,mana,name,price,rarity,type,url
877,877,"When Alpine Guide enters the battlefield, you may search your library for a Mountain card, put that card onto the battlefield tapped, then shuffle your library.
Alpine Guide attacks each combat if able.
When Alpine Guide leaves the battlefield, sacrifice a Mountain.
--This card has no flavor text --",2r,Alpine Guide - FOIL,$1.65,Uncommon,Snow Creature - Human Scout,https://abugames.com/magic-the-gathering/singles/product-detail/Alpine-Guide-%252D-FOIL/Modern-Horizons/English/
878,878,"As an additional cost to cast Nahiri's Wrath, discard X cards.Nahiri's Wrath deals damage equal to the total converted mana cost of the discarded cards to each of up to X target creatures and/or planeswalkers.",2r,Nahiri's Wrath,$0.02,,Sorcery,https://www.mtgotraders.com/store/EMN_Nahiris_Wrath.html
879,879,"When you cast Ulamog, the Infinite Gyre, destroy target permanent.Annihilator 4 (Whenever this creature attacks, defending player sacrifices four permanents.)Ulamog is indestructible.When Ulamog is put into a graveyard from anywhere, its owner shuffles his or her graveyard into his or her library.",11,"Ulamog, the Infinite Gyre *Foil*",$1.92,,Legendary Creature - Eldrazi,https://www.mtgotraders.com/store/V11_Ulamog_the_Infinite_Gyre_f.html
880,880,"If you would draw a card while your library has no cards in it, you win the game instead.+1: Target player puts the top two cards of their library into their graveyard. Draw a card.-8: Draw seven cards. Then if your library has no cards in it, you win the game.",1uuu,"Jace, Wielder of Mysteries",$0.47,,Legendary Planeswalker - Jace,https://www.mtgotraders.com/store/WAR_Jace_Wielder_of_Mysteries.html
881,881,Tap: Add Red. Spend this mana only to cast an Elemental spell or a Chandra planeswalker spell.,1r,Chandra's Embercat,$0.02,,Creature - Elemental Cat,https://www.mtgotraders.com/store/M20_Chandras_Embercat.html
882,882,"Flying
When Cloudkin Seer enters the battlefield, draw a card.",2u,Core Set 2020: Cloudkin Seer,$0.25,Common,Creature - Elemental Wizard,https://www.cardkingdom.com/mtg/core-set-2020/cloudkin-seer
883,883,"Flying
Four things that never meet do here unite
To shed my blood and to ravage my heart,
A radiant brow and tresses that beguile
And rosy cheeks and a glittering smile.""
—The Arabian Nights, trans. Haddawy",2r,Bird Maiden,$2.15,Common,Creature - Human Bird,https://abugames.com/magic-the-gathering/singles/product-detail/Bird-Maiden/4th-Edition/English/ID%23-m16960
884,884,Discard a land card Seismic Assault deals 2 damage to target creature or player.,rrr,Seismic Assault - Foil,$13.56,Rare,Enchantment,https://www.capefeargames.com/catalog/magic_singles-core_sets-10th_edition/seismic_assault__foil/76791
885,885,"When Rogue Refiner enters the battlefield, draw a card and you get EnergyEnergy (two energy counters).",1gu,Rogue Refiner,$0.01,,Creature - Human Rogue,https://www.mtgotraders.com/store/AER_Rogue_Refiner.html
886,886,"Exile the top seven cards of your library. Until end of turn, you may cast nonland cards exiled this way.
Exile the top seven cards of your library. Until end of turn, you may cast nonland cards exiled this way.",7rrr,Apex of Power,$2.99,Mythic Rare,Sorcery,http://www.starcitygames.com/catalog/magic_the_gathering/product/1431832
887,887,Return target creature with converted mana cost X to its owner’s hand. You create X 1/1 blue Faerie creature tokens with flying.   Denizens of the wilds don’t always seek to harm intruders. Sometimes they simply misplace them.,xuu,Stolen by the Fae,$0.18,Rare,Sorcery,https://scryfall.com/card/eld/66/stolen-by-the-fae
888,888,1 T Choose any number of cards in your hand and set those cards aside face down. Put an equal number of cards from the top of your library into your hand. Then put the cards set aside this way on top of your library in any order.,2,Scroll Rack,$35.00/$43.75,Rare,Artifact,https://www.capefeargames.com/buylist/magic_singles-tempest_block-tempest/scroll_rack/18989
889,889,": Add either  or  to your mana pool.
Counts as both forest and mountains and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",,Taiga,$246.79,Rare,Land - Mountain Forest,https://abugames.com/magic-the-gathering/singles/product-detail/Taiga/Revised/English/
890,890,"Trample Splinterfright's power and toughness are each equal to the number of creature cards in your graveyard At the beginning of your upkeep, put the top two cards of your library into your graveyard.",,Splinterfright - Innistrad Magic the Gathering Single,$0.65, Rare,Creature,https://www.wizardscupboard.com/splinterfright-p-29713.html
891,891,"Tap to add 1 colorless mana to your mana pool or give any Assembly Worker +1/+1 until end of turn.
: Mishra's Factory becomes an Assembly Worker, a 2/2 artifact creature, until end of turn. Assembly Worker is still considered a land as well.
--This card has no flavor text --",,Mishra's Factory (a Fall),$157.49,Uncommon,Land,https://abugames.com/magic-the-gathering/singles/product-detail/Mishra's-Factory-%2528a-Fall%2529/Antiquities/English/ID%23-52519
892,892,T: Add one mana of any color in your commander's color identity.,,Command Tower,$2.45,Common,Land,https://www.capefeargames.com/catalog/magic_singles-commander_sets-commander_2018/command_tower/573893
893,893,"Enchant creature
Enchant creature",4r,Burning Anger,$0.49,Rare,Enchantment - Aura,http://www.starcitygames.com/catalog/magic_the_gathering/product/698746
894,894,[+2]: Create a Food Token.[+1]: Target artifact or creature loses all abilities and becomes a green Elk creature with base power and toughness 3/3.[-5]: Exchange control of target artifact or creature you control and target creature an opponent controls with power 3 or less.,1gu,"Oko, Thief of Crowns",$16.00/$20.00,Mythic,Legendary Planeswalker - Oko,https://www.capefeargames.com/buylist/magic_singles-throne_of_eldraine_products-throne_of_eldraine/oko_thief_of_crowns/606112
895,895,Untap all permanents you control during each other player's untap step.,3gg,Seedborn Muse,$11.35,Rare,Creature - Spirit,https://www.capefeargames.com/catalog/magic_singles-onslaught_block-legions/seedborn_muse/6449
896,896,"Sacrifice a creature: Bloodthrone Vampire gets +2/+2 until end of turn.
Sacrifice a creature: Bloodthrone Vampire gets +2/+2 until end of turn.",1b,Bloodthrone Vampire,$0.49,Common,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/404654
897,897,Counter target spell activated ability or triggered ability. (Mana abilities can't be targeted.),guu,Voidslime,$6.60,Rare,Instant,https://www.capefeargames.com/catalog/magic_singles-ravnica_block-dissension/voidslime/2657
898,898,Add RRR to your mana pool.,1r,Pyretic Ritual,$1.95,Common,Sorcery,https://www.capefeargames.com/catalog/magic_singles-core_sets-magic_2011/pyretic_ritual/43094
899,899,When Seasoned Pyromancer enters the battlefield discard two cards then draw two cards. For each nonland card discarded this way create a 1/1 red Elemental creature token.3RR Exile Seasoned Pyromancer from your graveyard: Create two 1/1 red Elemental creature tokens.,1rr,Seasoned Pyromancer - Foil,,Mythic,Creature - Human Shaman,https://www.capefeargames.com/catalog/magic_singles-modern_horizons_sets-modern_horizons/seasoned_pyromancer__foil/595788
900,900,"Swampwalk (This creature is unblockable as long as defending player controls a Swamp.)
Knowing Takenuma Swamp to be dangerous, Hisata set wards to warn him of predators. He never imagined that his murderer would pass through them unhindered.",3b,Bog Wraith,$0.19,Uncommon,Creature - Wraith,https://abugames.com/magic-the-gathering/singles/product-detail/Bog-Wraith/10th-Edition/English/
901,901,Equipped creature is unblockable and has shroud. (It can't be the target of spells or abilities.). Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.),,Whispersilk Cloak - 10th Edition Magic the Gathering Single,$1.00, Uncommon,Artifact - Equipment,https://www.wizardscupboard.com/whispersilk-cloak-p-22105.html
902,902,": Instead of drawing a card from the top of your library, draw X cards but choose only one to put in your hand. You must shuffle the leftover cards and put them at the bottom of your library.
--This card has no flavor text --",10,Aladdin's Lamp,$52.49,Rare,Artifact,https://abugames.com/magic-the-gathering/singles/product-detail/Aladdin's-Lamp/Arabian-Nights/English/
903,903,Put nine +1/+1 counters on target land you control. It becomes a legendary 0/0 Elemental creature with haste named Vitu-Ghazi. It's still a land.,3gg,Awakening of Vitu-Ghazi,$0.02,,Instant,https://www.mtgotraders.com/store/WAR_Awakening_of_Vitu-Ghazi.html
904,904,"When Auramancer enters the battlefield, you may return target enchantment card from your graveyard to your hand.
When Auramancer enters the battlefield, you may return target enchantment card from your graveyard to your hand.",2w,Auramancer,$0.15,Common,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/1142043
905,905,"Add 3 black mana to your mana pool.
--This card has no flavor text --",b,Dark Ritual,$149.99,Common,Instant,https://abugames.com/magic-the-gathering/singles/product-detail/Dark-Ritual/Alpha/English/ID%23-96428
906,906,"Devoid (This card has no color.)Choose one or both-â¢ Return target spell or creature to its owner's hand.â¢ Brutal Expulsion deals 2 damage to target creature or planeswalker. If that permanent would be put into a graveyard this turn, exile it instead.",2ur,Brutal Expulsion,$0.01,,Instant,https://www.mtgotraders.com/store/BFZ_Brutal_Expulsion.html
907,907,"Mistcutter Hydra can't be countered.Haste, protection from blueMistcutter Hydra enters the battlefield with X +1/+1 counters on it.",variablecol/lessg,Mistcutter Hydra,$0.01,,Creature - Hydra,https://www.mtgotraders.com/store/THS_Mistcutter_Hydra.html
908,908,"Counts as both islands and plains and is affected by spells that affect either. Tap to add either  or  to your mana pool.
--This card has no flavor text --",,Tundra,"$10,624.99",Rare,Land - Plains Island,https://abugames.com/magic-the-gathering/singles/product-detail/Tundra/Alpha/English/
909,909,"Morbid  When you cast Malicious Affliction, if a creature died this turn, you may copy Malicious Affliction and may choose a new target for the copy.



Destroy target nonblack creature.",,Malicious Affliciton - Commander 2014 Magic the Gathering Single,$0.95, Rare,Instant,https://www.wizardscupboard.com/malicious-afflicition-p-39504.html
910,910,Field of the Dead enters the battlefield tapped.T: Add C.Whenever Field of the Dead or another land enters the battlefield under your control if you control seven or more lands with different names create a 2/2 black Zombie token.,,Field of the Dead,,Rare,Land,https://www.capefeargames.com/catalog/magic_singles-core_set_2020/field_of_the_dead/602045
911,911,"{3}, {T}, Sacrifice Scalding Cauldron: It deals 3 damage to target creature.   “It’s a witch’s trick, this cauldron full of pain. I wouldn’t dump it on any but the wicked.”",1,Scalding Cauldron,$0.08,Common,Artifact,https://scryfall.com/card/eld/229/scalding-cauldron
912,912,"Flying
Flying",1www,Angel of Jubilation,$12.99,Rare,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/392774/402414
913,913,Each creature gets +1/+1 for each other creature in play that shares a creature type with it. (For example if a Goblin Warrior a Goblin Scout and a Zombie Goblin are in play each gets +2/+2.),5,Coat of Arms,$9.45,Rare,Artifact,https://www.capefeargames.com/catalog/magic_singles-core_sets-9th_edition/coat_of_arms/25427
914,914,"Menace At the beginning of your upkeep, each player draws a card and loses 1 life.",br,Stormfist Crusader,$0.49,Rare,Creature—HumanKnight,https://scryfall.com/card/eld/383/stormfist-crusader
915,915,Lightning Helix deals 3 damage to target creature or player and you gain 3 life.,rw,Lightning Helix,$2.95,Uncommon,Instant,https://www.capefeargames.com/catalog/magic_singles-ravnica_block-ravnica/lightning_helix/3025
916,916,"Flying
When Aegis Angel enters the battlefield, another target permanent is indestructible for as long as you control Aegis Angel. (Effects that say ""destroy"" don't destroy that permanent. An indestructible creature can't be destroyed by damage.)",4ww,2012 Core Set: Aegis Angel,$0.39,Rare,Creature - Angel,https://www.cardkingdom.com/mtg/2012-core-set/aegis-angel
917,917,You may play land cards from your graveyard.,3,Crucible of Worlds,,Rare,Artifact,https://www.capefeargames.com/catalog/magic_singles-core_sets-10th_edition/crucible_of_worlds/10168
